pmid,source_cell,target_cell,factors,factor_type,species,culture_condition,confidence,paper_type,notes,source,evidence_sentence,year,title,is_duplicate,single_tf_flag,target_cell_raw,source_cell_raw,conversion_scope,duplicate_reason,preferred_pmid,duplicate_group_id,validation_recipe_valid,validation_source_cell_valid,validation_target_cell_valid,validation_factors_valid,validation_standalone_recipe,validation_duplicate_status,validation_error_category,validation_action,validation_notes,validation_needs_review,validation_known_issue,validation_resolution,single_tf_status,source_cell_std,target_cell_std,source_cell_broad,target_cell_broad,is_broad_duplicate,broad_duplicate_reason,broad_preferred_pmid,broad_duplicate_group_id,species_inference_method,factor_inference_method,factor_inference_rationale,scope_inference_method,scope_inference_rationale
24744005,cardiac fibroblast,cardiomyocyte,"microRNAs, JAK inhibitor I","miRNA, small_molecule",mouse,,medium,research,JAK inhibitor I enhances efficiency; microRNA set not specified.,abstract,"Recently, a distinct set of microRNAs was found capable of converting murine fibroblasts to cardiomyocyte-like cells in vitro.",2014,Direct reprogramming of cardiac fibroblasts to cardiomyocytes using microRNAs.,False,False,cardiomyocyte,cardiac fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,cardiac fibroblast,cardiomyocyte,fibroblast,cardiomyocyte,False,,,,existing,,,,
24469711,human fibroblast,induced pluripotent stem cell (iPSC),"SOX2, KLF4, c-MYC, OCT4","TF, TF, TF, TF",human,,high,research,Polycistronic vector used for reprogramming.,abstract,"We used a polycistronic viral vector expressing Sox2, Klf4, c-Myc, and Oct4 to drive hiPSCs from human foreskin fibroblasts.",2014,MiRNA-375 promotes beta pancreatic differentiation in human induced pluripotent stem (hiPS) cells.,True,False,induced pluripotent stem cell (iPSC),human fibroblast,classical_reprogramming,same_standardized_recipe,18035408,recipe_0075;recipe_0066;recipe_0065,,,,,,,,,,,,,,human fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,True,same_broad_cell_recipe,16904174,broad_recipe_0003,existing,,,,
24469711,induced pluripotent stem cell,beta pancreatic cell,miR-375,miRNA,human,,high,research,Differentiated clusters secreted insulin in glucose-dependent manner.,abstract,"Knowing that microRNAs (miRNAs) are key players in various stages of pancreatic development, we present a novel and cost-effective strategy in which over-expression of miR-375 promotes pancreatic differentiation in hiPSCs in the absence of any other stimulator.",2014,MiRNA-375 promotes beta pancreatic differentiation in human induced pluripotent stem (hiPS) cells.,False,False,beta pancreatic cell,induced pluripotent stem cell (iPSC),directed_differentiation,,,,,,,,,,,,,,,,,induced pluripotent stem cell,beta pancreatic cell,induced pluripotent stem cell,beta pancreatic cell,False,,,,existing,,,,
24001939,cardiac fibroblast,cardiac myofibroblast,miR-145,miRNA,mouse,hypoxia,high,research,miR-145 overexpression promotes transdifferentiation; antagomir blocks in vivo,abstract,The number of α-smooth muscle actin (α-SMA) positive cells in fibroblast cultures was employed to determine their transdifferentiation to cardiac myofibroblasts and was increased by 73.5% after transient transfection with miR-145.,2014,Role of miR-145 in cardiac myofibroblast differentiation.,False,False,cardiac myofibroblast,cardiac fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,cardiac fibroblast,cardiac myofibroblast,fibroblast,fibroblast,False,,,,existing,,,,
23313552,fibroblast,neuron,PTB repression,knockdown,mouse,,high,research,Repression of PTB alone induces trans-differentiation.,abstract,"Here, we report that repression of a single RNA binding polypyrimidine-tract-binding (PTB) protein, which occurs during normal brain development via the action of miR-124, is sufficient to induce trans-differentiation of fibroblasts into functional neurons.",2013,Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits.,False,False,neuron,fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,fibroblast,neuron,fibroblast,neuron,False,,,,deepseek_high,,,,
23136034,mesenchymal stem cell,induced pluripotent stem cell (iPSC),"KLF4, c-MYC, OCT4, SOX2, miR-302","TF, TF, TF, TF, miRNA",human,,high,research,miR-302 increased reprogramming efficiency; shNR2F2 knockdown had similar effect.,abstract,"Importantly, higher reprogramming efficiencies were obtained when we reprogrammed human adipose-derived stem cells into iPSCs using four factors (KLF4, C-MYC, OCT4, and SOX2) plus miR-302 (this reprogramming cocktail is hereafter referred to as ""KMOS3"") when compared to using four factors (""KMOS"").",2013,MicroRNA-302 increases reprogramming efficiency via repression of NR2F2.,False,False,induced pluripotent stem cell (iPSC),mesenchymal stem cell (MSC),classical_reprogramming,,,,,,,,,,,,,,,,,mesenchymal stem cell,induced pluripotent stem cell (iPSC),mesenchymal stem cell,induced pluripotent stem cell,False,,,,existing,,,,
23104133,primary somatic cell,induced pluripotent stem cell (iPSC),"OCT4, KLF4, SOX2, c-MYC","TF, TF, TF, TF",mouse,,high,research,Detailed protocol for mouse iPSC derivation.,abstract,"iPSC production was first achieved by transducing, with the use of retroviral vectors, four specific transcription factors: Oct4, Klf4, Sox2 and c-Myc (OKSM), into primary cells in culture Takahashi and Yamanaka, (Cell 126(4):663-676, 2006).",2013,Generation of mouse and human induced pluripotent stem cells (iPSC) from primary somatic cells.,False,False,induced pluripotent stem cell (iPSC),primary somatic cells,classical_reprogramming,,,,,,,,,,,,,,,,,primary somatic cell,induced pluripotent stem cell (iPSC),primary somatic cell,induced pluripotent stem cell,False,,,,existing,,,,
22912667,mouse embryonic fibroblast,induced pluripotent stem cell (iPSC),miR-25,miRNA,mouse,,high,research,miR-25 enhances iPSC production via targeting Wwp2 and Fbxw7.,abstract,We found that over-expressing miR-25 or introducing miR-25 mimics enhanced production of iPSCs.,2012,MiR-25 regulates Wwp2 and Fbxw7 and promotes reprogramming of mouse fibroblast cells to iPSCs.,False,False,induced pluripotent stem cell (iPSC),mouse embryonic fibroblast (MEF),classical_reprogramming,,,,,,,,,,,,,,,,,mouse embryonic fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,False,,,,existing,,,,
22539765,cardiac fibroblast,cardiomyocyte,"miR-1, miR-133, miR-208, miR-499, JAK inhibitor I","miRNA, miRNA, miRNA, miRNA, small_molecule",mouse,JAK inhibitor I treatment,high,research,First demonstration of in vivo direct cardiac reprogramming via miRNAs.,abstract,"Using a combinatorial strategy, we identified a combination of miRNAs 1, 133, 208, and 499 capable of inducing direct cellular reprogramming of fibroblasts to cardiomyocyte-like cells in vitro.",2012,MicroRNA-mediated in vitro and in vivo direct reprogramming of cardiac fibroblasts to cardiomyocytes.,False,False,cardiomyocyte,cardiac fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,cardiac fibroblast,cardiomyocyte,fibroblast,cardiomyocyte,False,,,,existing,,,,
22312415,fibroblast,induced neuron (iN),microRNAs,miRNA,,,medium,research,Review of recent advances in microRNA-induced transdifferentiation.,abstract,"Indeed, in one case, microRNAs alone induced the transdifferentiation of fibroblasts to neuron-like cells, albeit at a low efficiency.",2012,microRNA induced transdifferentiation.,False,False,induced neuron (iN),fibroblast,lineage_conversion,,,,,,,,,,,,missing: species,True,,,,fibroblast,induced neuron (iN),fibroblast,neuron,False,,,,,,,,
21995449,human adipose tissue-derived stem cell,induced neuron (iN),"Ago2, HSP60","other, other",human,,medium,research,HSP60-mediated regulation of Oct4 drives differentiation,abstract,"Furthermore, HSP60-mediated regulation of Oct4 contributes to neuronal and endodermal β-cell differentiation of hATSCs in vitro and in vivo and downregulates mesoderm-specific gene expression.",2012,Nuclear Ago2/HSP60 contributes to broad spectrum of hATSCs function via Oct4 regulation.,False,False,induced neuron (iN),human adipose tissue-derived stem cell,lineage_conversion,,,,,,,,,,,,,,,,,human adipose tissue-derived stem cell,induced neuron (iN),mesenchymal stem cell,neuron,False,,,,existing,,,,
21995449,human adipose tissue-derived stem cell,insulin-producing cell (β-cell),"Ago2, HSP60","other, other",human,,medium,research,HSP60-mediated regulation of Oct4 drives differentiation,abstract,"Furthermore, HSP60-mediated regulation of Oct4 contributes to neuronal and endodermal β-cell differentiation of hATSCs in vitro and in vivo and downregulates mesoderm-specific gene expression.",2012,Nuclear Ago2/HSP60 contributes to broad spectrum of hATSCs function via Oct4 regulation.,False,False,endodermal β-cell,human adipose tissue-derived stem cell,lineage_conversion,,,,,,,,,,,,,,,,,human adipose tissue-derived stem cell,insulin-producing cell (β-cell),mesenchymal stem cell,insulin-producing cell,False,,,,existing,,,,
21802386,human fibroblast,induced neuron (iN),"miR-124, MYT1L, BRN2","miRNA, TF, TF",human,,high,research,Functional synapses and action potentials confirmed.,abstract,Here we show that a combination of a microRNA (miR-124) and two transcription factors (MYT1L and BRN2) is sufficient to directly reprogram postnatal and adult human primary dermal fibroblasts (mesoderm) to functional neurons (ectoderm) under precisely defined conditions.,2011,Direct reprogramming of adult human fibroblasts to functional neurons under defined conditions.,False,False,induced neuron (iN),human fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,human fibroblast,induced neuron (iN),fibroblast,neuron,False,,,,existing,,,,
19959777,human aortic vascular smooth muscle cells (HASMCs),induced pluripotent stem cell (iPSC),"OCT4, LIN28","TF, other",human,,high,research,Lentiviral transduction; transgenes partially silenced.,abstract,"To address this issue, we generated iPS cells from human aortic vascular smooth muscle cells (HASMCs) using lentiviral transduction of defined transcription factors and differentiated these iPS cells back into smooth muscle cells (SMCs).",2010,Functional recapitulation of smooth muscle cells via induced pluripotent stem cells from human aortic smooth muscle cells.,False,False,induced pluripotent stem cell (iPSC),human aortic vascular smooth muscle cells (HASMCs),classical_reprogramming,,,,,,,,,,,,,,,,,human aortic vascular smooth muscle cells (HASMCs),induced pluripotent stem cell (iPSC),human aortic vascular smooth muscle cells (HASMCs),induced pluripotent stem cell,False,,,,existing,,,,
19959777,induced pluripotent stem cell,smooth muscle cells (SMCs),not specified,other,human,,low,research,Differentiation performed but factors not specified.,abstract,"To address this issue, we generated iPS cells from human aortic vascular smooth muscle cells (HASMCs) using lentiviral transduction of defined transcription factors and differentiated these iPS cells back into smooth muscle cells (SMCs).",2010,Functional recapitulation of smooth muscle cells via induced pluripotent stem cells from human aortic smooth muscle cells.,False,False,smooth muscle cells (SMCs),induced pluripotent stem cell (iPSC),directed_differentiation,,,,,,,,,,,,,,,,,induced pluripotent stem cell,smooth muscle cells (SMCs),induced pluripotent stem cell,smooth muscle cells (SMCs),False,,,,existing,,,,
19340450,fibroblast,induced pluripotent stem cell (iPSC),LIN-28,other,human,,medium,review,Lin28 is one of four factors used for reprogramming,abstract,"LIN-28 is a highly specific embryonic stem cell marker and is one of four ""stemness"" factors used to reprogram adult fibroblasts into induced pluripotent stem cells",2009,"An elegant miRror: microRNAs in stem cells, developmental timing and cancer.",False,False,induced pluripotent stem cell (iPSC),fibroblast,classical_reprogramming,,,,,,,,,,,,,,,,,fibroblast,induced pluripotent stem cell (iPSC),fibroblast,induced pluripotent stem cell,False,,,,title_abstract_evidence,,,,
42007508,contractile vascular smooth muscle cell,macrophage,TNS1 deficiency,knockdown,"human, mouse",,high,research,"TNS1 reduction drives VSMC transdifferentiation in vivo, associated with plaque instability.",abstract,In vivo experimental results confirmed the role of Tns1 gene in contractile VSMC transdifferentiation into MP-like SMC and plaque instability.,2026,Re-analysis of single-cell transcriptomics reveals a critical role of TNS1 gene in driving contractile VSMC transdifferentiation into macrophage-like SMC and atherosclerotic plaque instability.,False,False,macrophage-like smooth muscle cell,contractile vascular smooth muscle cell,lineage_conversion,,,,,,,,,,,,,,,,,contractile vascular smooth muscle cell,macrophage,contractile vascular smooth muscle cell,macrophage,False,,,,existing,,,,
41964416,astrocyte,neuron,Ptbp1 knockdown,knockdown,mouse,,high,research,Ptbp1 KD induced conversion in dentate gyrus but not CA1.,abstract,"The asymmetric carotid artery stenosis (ACAS) model was employed and viral vectors were administered to induce an astrocytes-to-neuron conversion, including the Ptbp1 knockdown (KD) or transduction of Ascl1, NeuroD1, and Sox2 (ANS), with the aim of assessing their therapeutic effects.",2026,Direct glia-to-neuron conversion mitigates hippocampal damage in a vascular dementia mouse model.,False,False,neuron,astrocyte,lineage_conversion,,,,,,,,,,,,,,,,,astrocyte,neuron,astrocyte,neuron,False,,,,existing,,,,
41964416,astrocyte,neuron,"ASCL1, NEUROD1, SOX2","TF, TF, TF",mouse,,high,research,ANS induced conversion in both dentate gyrus and CA1.,abstract,"The asymmetric carotid artery stenosis (ACAS) model was employed and viral vectors were administered to induce an astrocytes-to-neuron conversion, including the Ptbp1 knockdown (KD) or transduction of Ascl1, NeuroD1, and Sox2 (ANS), with the aim of assessing their therapeutic effects.",2026,Direct glia-to-neuron conversion mitigates hippocampal damage in a vascular dementia mouse model.,False,False,neuron,astrocyte,lineage_conversion,,,,,,,,,,,,,,,,,astrocyte,neuron,astrocyte,neuron,True,same_broad_cell_recipe,31358888,broad_recipe_0130,existing,,,,
41871244,activated CD8+ T cell,resident memory CD8+ T cell,KLF2 ablation,knockdown,mouse,,high,research,KLF2 ablation drives premature TRM differentiation; KLF3 has opposite effects.,abstract,"We report that ablation of the gene encoding Kruppel-like factor 2 (KLF2) during CD8<sup>+</sup> T cell activation leads to rapid transcriptional reprogramming, such that effector T cells fail to recirculate and prematurely acquire canonical phenotypic and transcriptional characteristics of resident memory cells (T<sub>RM</sub>).",2026,"KLF2 overrides the resident memory CD8 T cell differentiation program, in opposition to KLF3.",False,False,resident memory CD8+ T cell (TRM),activated CD8+ T cell,lineage_conversion,,,,,,,,,,,,,,,,,activated CD8+ T cell,resident memory CD8+ T cell,T cell,T cell,False,,,,existing,,,,
41843683,glial cell,neuron,SOX2,TF,mouse,,high,research,SOX2 phosphorylation and NHEJ pathway essential for reprogramming.,abstract,"The stem cell factor SOX2 can reprogram resident glial cells into neurons in the adult mammalian central nervous system, but the molecular mechanisms underlying this process remain poorly understood.",2026,Phosphorylation and DNA damage resolution coordinate SOX2-mediated reprogramming in vivo.,False,True,neuron,glial cell,lineage_conversion,,,,,,,,,,,,,,,,cocktail_member,glial cell,neuron,glial cell,neuron,False,,,,existing,,,,
41723880,tumour-associated macrophages (M2 phenotype),tumour-associated macrophages (M1 phenotype),si-FOXM1 (silencing FOXM1),knockdown,human,,high,research,Reprogramming occurs indirectly via si-FOXM1 action on tumour cells.,abstract,"si-FOXM1-loaded LNPs efficiently reprogrammed TAMs to the M1 phenotype, inhibiting breast cancer cell proliferation and invasion.",2026,Reprogramming tumour-associated macrophages in breast cancer via si-FOXM1-loaded lipid nanoparticles enhances immune checkpoint inhibitor efficacy.,False,False,tumour-associated macrophages (M1 phenotype),tumour-associated macrophages (M2 phenotype),cell_state_modulation,,,,,,,,,,,,,,,,,tumour-associated macrophages (M2 phenotype),tumour-associated macrophages (M1 phenotype),macrophage,macrophage,False,,,,existing,,,,
41652899,embryonic fibroblast,endothelial cell,ETV2,TF,mouse,,high,research,Ecscr knockdown enhances reprogramming rate,abstract,Single-cell RNA sequencing analyses of ETV2-overexpressing embryoid body differentiation and embryonic fibroblast reprogramming revealed upregulation of Ecscr in ETV2-induced cell populations.,2026,ETV2-ECSCR-mTOR pathways regulate reprogramming to the endothelial lineage.,False,True,endothelial cell,embryonic fibroblast,lineage_conversion,,,,,,,,,,,,,,,,standalone_valid,embryonic fibroblast,endothelial cell,fibroblast,endothelial cell,True,same_broad_cell_recipe,27488544,broad_recipe_0002,existing,,,,
41554254,mesenchymal stem cell,chondrocyte,"dynamic stiffness (0.031-0.126 kPa, time-dependent stiffening)",other,,engineered hydrogels with dynamic stiffness,high,research,Dynamic stiffness promotes chondrogenesis via Ihh-H3K18la-Rcan1 axis,abstract,"Dynamic stiffness significantly enhanced chondrogenic differentiation, as evidenced by immunofluorescence detection of elevated COL2 and SOX9 expression.",2026,Dynamic stiffness drives BMSC chondrogenesis via<i>Ihh</i>-regulated H3K18 lactylation/<i>Rcan1</i>axis and mitochondrial fission remodeling.,False,False,chondrocyte,mesenchymal stem cell (MSC),directed_differentiation,,,,,,,,,,,,missing: species,True,,,,mesenchymal stem cell,chondrocyte,mesenchymal stem cell,chondrocyte,False,,,,,,,,
41522359,M2-like macrophage,M1-like macrophage,WISP-1,cytokine,mouse,,high,research,Reprogramming via paracrine WISP-1 from CAFs.,abstract,"Here, we show that conditioned medium (CM) from lung CAFs exposed to apoptotic cancer cells selectively impairs the survival of M2-like macrophages, induces apoptosis, and promotes their reprogramming toward an M1-like phenotype.",2026,Apoptotic Cancer Cell-Primed Cancer-Associated Fibroblasts Suppress Immunosuppressive Macrophages via WISP-1-Integrin α5β3-STAT1 Signaling in Lung Cancer.,False,False,M1-like macrophage,M2-like macrophage,cell_state_modulation,,,,,,,,,,,,,,,,,M2-like macrophage,M1-like macrophage,macrophage,macrophage,False,,,,existing,,,,
41513188,tumor-associated macrophage,M1-like macrophage,SERPING1,other,human,,high,research,Overexpression of SERPING1 drives M1 polarization and suppresses tumorigenesis.,abstract,Overexpression of SERPING1 promoted TAM toward M1-like phenotype transition.,2026,Tumor-associated macrophage-specific SERPING1 contributes to M1-phenotype transition and suppress colorectal cancer tumorigenesis via NF-κB pathway.,False,False,M1-like macrophage,tumor-associated macrophage (TAM),cell_state_modulation,,,,,,,,,,,,,,,,,tumor-associated macrophage,M1-like macrophage,macrophage,macrophage,False,,,,existing,,,,
41462332,mouse embryonic fibroblast,cardiomyocyte,"GATA4, MEF2C, TBX5","TF, TF, TF",mouse,,high,research,RB1 knockdown enhances reprogramming efficiency,abstract,"Direct reprogramming of fibroblasts into cardiomyocytes by overexpressing cardiac transcription factors Gata4, Mef2c, and Tbx5 (GMT) is a promising way for cardiac repair, however, the low reprogramming efficiency remains a significant challenge.",2025,Enhancing cardiomyocyte reprogramming efficiency by targeting cellular senescence is mediated via Rb1 gene.,True,False,cardiomyocyte,mouse embryonic fibroblast (MEF),lineage_conversion,same_recipe;same_standardized_recipe,28825623,recipe_0065;recipe_0076;recipe_0075,,,,,,,,,,,,,,mouse embryonic fibroblast,cardiomyocyte,fibroblast,cardiomyocyte,True,same_broad_cell_recipe,20691899,broad_recipe_0055,existing,,,,
41462332,human fetal cardiac fibroblast,cardiomyocyte,"GATA4, MEF2C, TBX5","TF, TF, TF",human,,high,research,RB1 knockdown enhances reprogramming efficiency,abstract,We established an inducible GMT expression system in mouse embryonic fibroblasts (MEFs) and human fetal cardiac fibroblasts (hFCFs) using the PiggyBac transposon system.,2025,Enhancing cardiomyocyte reprogramming efficiency by targeting cellular senescence is mediated via Rb1 gene.,False,False,cardiomyocyte,human fetal cardiac fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,human fetal cardiac fibroblast,cardiomyocyte,fibroblast,cardiomyocyte,True,same_broad_cell_recipe,20691899,broad_recipe_0055,existing,,,,
41438735,peripheral monocyte-derived macrophage,M2-polarized macrophage,WNT16,cytokine,human,,high,research,WNT16 from decidual stromal cells promotes M2 polarization.,abstract,WNT16 selectively promoted M2-like polarization of pMo without altering NK or T cell phenotypes.,2025,WNT16 from decidual stromal cells orchestrates M2 macrophage polarization via β-catenin signaling and chromatin remodeling at the maternal-fetal interface.,False,False,M2-polarized macrophage,peripheral monocyte-derived macrophage (pMo),cell_state_modulation,,,,,,,,,,,,,,,,,peripheral monocyte-derived macrophage,M2-polarized macrophage,macrophage,macrophage,False,,,,existing,,,,
41438735,decidual macrophage (dMφ),M2-polarized decidual macrophage,WNT16,cytokine,human,,high,research,WNT16 from decidual stromal cells promotes M2 polarization.,abstract,"DSC-derived WNT16 promotes M2 polarization in decidual macrophages, which involves the activation of the WNT/β-catenin pathway and the feedback of a MYC-DIXDC1 regulatory axis.",2025,WNT16 from decidual stromal cells orchestrates M2 macrophage polarization via β-catenin signaling and chromatin remodeling at the maternal-fetal interface.,False,False,M2-polarized decidual macrophage,decidual macrophage (dMφ),cell_state_modulation,,,,,,,,,,,,,,,,,decidual macrophage (dMφ),M2-polarized decidual macrophage,macrophage,macrophage,True,same_broad_cell_recipe,41438735,broad_recipe_0131,existing,,,,
41341622,human fibroblast,neuron,"ASCL1, miR9/9*-124, nPTB shRNA, p53 shRNA","TF, miRNA, knockdown, knockdown",human,,high,research,OTX2 and LMX1A identified as key regulators; knockdown impairs conversion.,abstract,"We have found that the overexpression of ASCL1, miR9/9 <math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi> </mi> <mo>*</mo></msup> </math> -124, nPTB shRNA, and p53 shRNA efficiently converted human skin fibroblasts to neurons.",2025,Identifying key regulators in neuronal transdifferentiation by gene regulatory network analysis.,False,False,neuron,human fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,human fibroblast,neuron,fibroblast,neuron,True,same_broad_cell_recipe,41341622,broad_recipe_0132,existing,,,,
41292842,parietal epithelial cell,myofibroblast,Fosl2,TF,"human, mouse",,high,research,Fosl2 regulates PEC-to-myofibroblast transition in glomerulonephritis.,abstract,"<i>Fosl2</i> expression was then blunted through CRISPR-Cas9 gene editing in cultured PECs, revealing reduced proliferative capacity and the downregulation of myofibroblast markers.",2025,<i>Fosl2</i> regulates the transition from parietal epithelial cells to myofibroblasts in the kidney.,False,True,myofibroblast,parietal epithelial cell,lineage_conversion,,,,,,,,,,,,,,,,unclear,parietal epithelial cell,myofibroblast,parietal epithelial cell,fibroblast,False,,,,existing,,,,
41237238,cardiac fibroblast,cardiomyocyte,"Nr4a3 knockdown, Cxcl14 blocking","knockdown, other","human, mouse",,high,research,Knockdown of Nr4a3 enhances reprogramming; blocking Cxcl14 also effective.,abstract,"Nr4a3 overexpression promoted senescence and suppressed iCM induction, whereas knockdown enhanced reprogramming in murine and human senescent CFs.",2025,Blocking nuclear receptor Nr4a3 unlocks the senescence barrier to promote direct cardiac reprogramming.,False,False,cardiomyocyte,cardiac fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,cardiac fibroblast,cardiomyocyte,fibroblast,cardiomyocyte,False,,,,existing,,,,
41120885,cardiac fibroblast,myofibroblast,TGF-β,cytokine,mouse,,high,research,In vitro TGF-β treatment induces conversion; Runx1 required.,abstract,"In vitro, Runx1 knockdown suppressed TGF-β-induced markers of CF activation, including α-smooth muscle actin (α-SMA), periostin (Postn), and collagen type I (Col1a1), and reduced CF migration and proliferation.",2025,Runx1 drives cardiac fibrosis and heart failure through epigenetic activation of myofibroblasts in pressure overload-induced cardiac remodeling.,True,False,myofibroblast,cardiac fibroblast,lineage_conversion,same_recipe;same_standardized_recipe,38851422,recipe_0023;recipe_0028;recipe_0029,,,,,,,,,,,,,,cardiac fibroblast,myofibroblast,fibroblast,fibroblast,True,same_broad_cell_recipe,16741519,broad_recipe_0057,existing,,,,
40991849,primary acute myeloid leukemia cells (t(8;21) translocation),differentiated myeloid cells (granulocytic and eosinophilic/mast cell-like),RUNX1::RUNX1T1,knockdown,human,,high,research,Bidirectional differentiation induced by fusion gene silencing.,abstract,"Single-cell analyses reveal that this transcriptional reprogramming is associated with the depletion of immature stem and progenitor-like cell populations, accompanied by an expansion of granulocytic and eosinophilic/mast cell-like populations with impaired self-renewal capacity.",2025,Fusion gene depletion eliminates stemness and induces bidirectional differentiation of acute myeloid leukemia.,False,False,differentiated myeloid cells (granulocytic and eosinophilic/mast cell-like),primary acute myeloid leukemia cells (t(8;21) translocation),cell_state_modulation,,,,,,,,,,,,,,,,,primary acute myeloid leukemia cells (t(8;21) translocation),differentiated myeloid cells (granulocytic and eosinophilic/mast cell-like),primary acute myeloid leukemia cells (t(8;21) translocation),differentiated myeloid cells (granulocytic and eosinophilic/mast cell-like),False,,,,existing,,,deepseek_high,Cancer cells (AML) are induced to differentiate into more mature myeloid cells within the same hematopoietic lineage.
40812683,pancreatic acinar cell,ductal cell,"CREB, KrasG12D","TF, other",mouse,,high,research,CREB and mutant Kras cooperatively induce metaplasia in mouse models,abstract,"Our findings demonstrate that CREB and Kras∗ promote irreversible acinar-to-ductal metaplasia, accelerating pancreatic cancer progression with ACP.",2025,CREB Drives Acinar to Ductal Cells Reprogramming and Promotes Pancreatic Cancer Progression in Preclinical Models of Alcoholic Pancreatitis.,False,False,ductal cell,pancreatic acinar cell,lineage_conversion,,,,,,,,,,,,,,,,,pancreatic acinar cell,ductal cell,pancreatic exocrine cell,pancreatic ductal cell,False,,,,existing,,,deepseek_high,"Acinar cells directly convert to ductal cells via metaplasia, a clear transdifferentiation between distinct non-pluripotent cell types."
40804530,group 3 innate lymphoid cell,interferon-γ-producing ILC1,"REV-ERBα, REV-ERBβ","knockdown, knockdown",mouse,,high,research,Deletion of REV-ERBα/β drives conversion via NFIL3 and T-bet.,abstract,"Their combined deletion promoted ILC3-to-ILC1 conversion, reduced energy metabolism and IL-22 production, increased interferon-γ production, and heightened susceptibility to Citrobacter rodentium infection.",2025,Circadian circuits control plasticity of group 3 innate lymphoid cells by sustaining epigenetic configuration of RORγt.,False,False,interferon-γ-producing ILC1,group 3 innate lymphoid cell (ILC3),lineage_conversion,,,,,,,,,,,,,,,,,group 3 innate lymphoid cell,interferon-γ-producing ILC1,group 3 innate lymphoid cell,interferon-γ-producing ILC1,False,,,,existing,,,,
41645083,bladder cancer cell line HTB-5,iPSC-like reprogrammed bladder cancer cell,"OCT4, SOX2, KLF4, c-MYC","TF, TF, TF, TF",human,,high,research,Sendai virus delivery; 25 potential biomarker candidates identified,abstract,Sendai virus-based reprogramming was utilised to reprogram the bladder cancer cell line HTB-5.,2026,Conjoining cell reprogramming and mass spectrometry to identify the proteomic variations in the reprogrammed bladder cancer cells: finding cues of normalisation.,False,False,iPSC-like reprogrammed bladder cancer cells,bladder cancer cell line HTB-5,classical_reprogramming,,,,,,,,,,,,,,,,,bladder cancer cell line HTB-5,induced pluripotent stem cell-like reprogrammed bladder cancer cell,bladder cancer cell line HTB-5,induced pluripotent stem cell,True,same_broad_cell_recipe,41645083,broad_recipe_0133,existing,,,,
41503996,astrocyte,neuron,not specified,other,,,low,review,Review; no specific factors or conditions reported,abstract,"We found that astrocytes exhibit the capacity to regenerate into neurons, a characteristic that may pave the way for novel therapeutic approaches in the treatment of neurological disorders.",2025,Advances in Astrocyte Research on Neuronal Death and Regeneration.,True,False,neuron,astrocyte,lineage_conversion,same_recipe;same_standardized_recipe,33649311,recipe_0010;recipe_0012,,,,,,,,,missing: species,True,,,,astrocyte,neuron,astrocyte,neuron,True,same_broad_cell_recipe,30713039,broad_recipe_0017,,,,,
41278804,fibroblast,myogenic cell,H2F,other,human,,high,research,Synthetic ligand H2F induces HER2-FGFR proximity to reprogram fibroblasts.,abstract,H2F induces robust signaling and reprograms fibroblasts into myogenic cells.,2025,Direct cell reprogramming by a designed agonist inducing HER2-FGFR proximity.,False,False,myogenic cell,fibroblast,lineage_conversion,,,,,,,,,,,,,,,,,fibroblast,myogenic cell,fibroblast,myogenic cell,False,,,,title_abstract_evidence,,,,
41100252,T follicular helper cell,T regulatory type 1 cell,"TCF-1, TOX-2, ATF-6, BATF, BCL-6, BHLHE40, BLIMP-1, ELK-4, IRF4, c-MAF, STAT-3, STAT-4, T-BET","TF, TF, TF, TF, TF, TF, TF, TF, TF, TF, TF, TF, TF",mouse,,high,research,Some TFs dispensable for conversion but involved in regulation.,abstract,We examine the role of 20 TFs binding to motifs enriched in open chromatin regions of TFH cells in the TFH-to-T regulatory type 1 (TR1) cell conversion following repetitive antigen exposure.,2025,Contextual regulation of T follicular helper cell expansion and differentiation into T regulatory type 1 cells by multiple transcription factors.,False,False,T regulatory type 1 cell,T follicular helper cell,lineage_conversion,,,,,,,,,,,,,,,,,T follicular helper cell,T regulatory type 1 cell,T follicular helper cell,T cell,False,,,,deepseek_high,,,deepseek_high,"Direct conversion between distinct T cell subtypes: TFH to TR1, a transdifferentiation event."
